0,1,0.01345211347707261
0,2,0.025564556420953576
0,3,0.03559651860786569
0,4,0.048879084044198495
0,5,0.05536733648099742
0,6,0.06403367840441788
0,7,0.07072779406287348
0,8,0.07760192581373268
0,9,0.08668245846190686
0,10,0.09499485915563996
0,11,0.10422145931140965
0,12,0.11386148740465442
0,13,0.12540562325908844
0,14,0.13696143469604885
0,15,0.14355272080319384
0,16,0.15129440276493997
0,17,0.16375621678885965
0,18,0.17234776127643955
0,19,0.18136877037957952
0,20,0.19265165190052116
0,21,0.20220470653770622
0,22,0.20719207338361215
0,23,0.2156729113495729
0,24,0.21509845757233945
0,25,0.2253843488022168
0,26,0.23959352375638182
0,27,0.2537653983071765
0,28,0.2634665428057241
0,29,0.27558855806618704
0,30,0.28481379666020396
0,31,0.29470523001127846
0,32,0.31262263738891305
0,33,0.32672433613828106
1,0,0.01345211347707261
1,2,0.013101694088932095
1,3,0.022366447818104374
1,4,0.03561039095544544
1,5,0.0420870617886278
1,6,0.05063489058939634
1,7,0.05729187099405988
1,8,0.0641514024866165
1,9,0.07323310125892514
1,10,0.0815569544858052
1,11,0.09080080454489188
1,12,0.10046140610702228
1,13,0.11199029055235168
1,14,0.12356682016220961
1,15,0.1301699712875421
1,16,0.13794781014934498
1,17,0.15045718329145946
1,18,0.15906339297274028
1,19,0.16809899946162807
1,20,0.17939813735097546
1,21,0.18896409676179177
1,22,0.1940282795110033
1,23,0.2025949359707707
1,24,0.20187398537949217
1,25,0.21218045925579312
1,26,0.22637460728844966
1,27,0.24059578864352527
1,28,0.250305138510979
1,29,0.26243502100520055
1,30,0.27170934153429466
1,31,0.2815987777761127
1,32,0.2995122666686622
1,33,0.31358015122134303
2,0,0.025564556420953576
2,1,0.013101694088932095
2,3,0.010730696901877357
2,4,0.023757371992707013
2,5,0.030205806229926958
2,6,0.03923499204791623
2,7,0.04616990199253144
2,8,0.053266782754356354
2,9,0.06260088526530475
2,10,0.0711065171204417
2,11,0.08050677195118205
2,12,0.09030414682061881
2,13,0.10166289333872001
2,14,0.11337186654986242
2,15,0.12004004658862553
2,16,0.12801653334237592
2,17,0.14073760037743835
2,18,0.14939281274546012
2,19,0.15847521640938064
2,20,0.16982344019892864
2,21,0.1794270665674484
2,22,0.1847724299618304
2,23,0.1936141589476351
2,24,0.19238248029641125
2,25,0.20275408220304464
2,26,0.21687560798070285
2,27,0.23126237913028458
2,28,0.2409912078665942
2,29,0.2531376350090982
2,30,0.26256695821256604
2,31,0.2724422664143726
2,32,0.2903305594955503
2,33,0.3042789066958137
3,0,0.03559651860786569
3,1,0.022366447818104374
3,2,0.010730696901877357
3,4,0.013283117254617088
3,5,0.019771810286362965
3,6,0.028603917371578823
3,7,0.035484889431983094
3,8,0.04255509220998082
3,9,0.051874553337836596
3,10,0.06037619432359029
3,11,0.06977637859619791
3,12,0.07957575915440708
3,13,0.09093251292029873
3,14,0.10264136981256737
3,15,0.10931020834761894
3,16,0.11729280073815339
3,17,0.13002567063468706
3,18,0.1386835058830022
3,19,0.14776855278441575
3,20,0.15911958386383446
3,21,0.1687254597297051
3,22,0.1741012757276648
3,23,0.18298093133712326
3,24,0.1816836860617924
3,25,0.19206064863474745
3,26,0.20617376157261247
3,27,0.22057600544256967
3,28,0.2303061219442529
3,29,0.24245338664988894
3,30,0.2519007012951743
3,31,0.2617733403557383
3,32,0.2796571374111532
3,33,0.2935909025906645
4,0,0.048879084044198495
4,1,0.03561039095544544
4,2,0.023757371992707013
4,3,0.013283117254617088
4,5,0.006488759665762161
4,6,0.01554272373170395
4,7,0.022576257661535672
4,8,0.02976590070869603
4,9,0.03920009153050503
4,10,0.04777586676346016
4,11,0.05723241097490033
4,12,0.06707908187356199
4,13,0.07827916459697418
4,14,0.09004002586072571
4,15,0.09673367031700887
4,16,0.10482384763497289
4,17,0.11766535083872316
4,18,0.12633739924503887
4,19,0.13543602127942267
4,20,0.14680003583446244
4,21,0.15641595035353642
4,22,0.161965043815015
4,23,0.17101454009820394
4,24,0.16938622921890523
4,25,0.17979199164033832
4,26,0.19384628571370674
4,27,0.2083373133286497
4,28,0.21807137389625553
4,29,0.23021958916217322
4,30,0.23975578705215814
4,31,0.24961282034583163
4,32,0.2674701820708242
4,33,0.2813247421184284
5,0,0.05536733648099742
5,1,0.0420870617886278
5,2,0.030205806229926958
5,3,0.019771810286362965
5,4,0.006488759665762161
5,6,0.009377004052467724
5,7,0.016473770667336136
5,8,0.023702246581281953
5,9,0.03316774834081884
5,10,0.04176025508782057
5,11,0.05122590770303478
5,12,0.061080825149959536
5,13,0.07216770895629175
5,14,0.0839478714739096
5,15,0.090650379464179
5,16,0.09879620025587985
5,17,0.11168996879755888
5,18,0.12036446024470926
5,19,0.12946554405709673
5,20,0.14083121026604617
5,21,0.15044855341610913
5,22,0.15608885245269624
5,23,0.1652255828647612
5,24,0.1634205973095171
5,25,0.17383840442203602
5,26,0.18785759847554706
5,27,0.2023919616709117
5,28,0.21212592756426618
5,29,0.224272196983932
5,30,0.23385285673901787
5,31,0.24370001116331574
5,32,0.26154087471942056
5,33,0.2753527936339124
6,0,0.06403367840441788
6,1,0.05063489058939634
6,2,0.03923499204791623
6,3,0.028603917371578823
6,4,0.01554272373170395
6,5,0.009377004052467724
6,7,0.007096849230468106
6,8,0.014325255460198269
6,9,0.023790746625525057
6,10,0.032383258946558996
6,11,0.04184890365349951
6,12,0.05170382121274946
6,13,0.06280626931286389
6,14,0.07458239323057415
6,15,0.08128331875606239
6,16,0.08942126889057167
6,17,0.10231296551757135
6,18,0.11098745790854132
6,19,0.12008854365425581
6,20,0.13145420894744836
6,21,0.14107155212869785
6,22,0.14671813454716418
6,23,0.15587039001683525
6,24,0.15404359634856443
6,25,0.16446152934044933
6,26,0.17848103837662954
6,27,0.19301521937919797
6,28,0.20274916177385396
6,29,0.21489536226963982
6,30,0.2244783634874413
6,31,0.23432471537164062
6,32,0.25216457813499465
6,33,0.2659759037450574
7,0,0.07072779406287348
7,1,0.05729187099405988
